accumbens_area_left accumbens_area_right amygdala_left amygdala_right basal_forebrain_left basal_forebrain_right Brain_stem caudal_anterior_cingulate_left caudal_anterior_cingulate_right caudal_middle_frontal_left caudal_middle_frontal_right caudate_left caudate_right cerebellar_vermal_lobules_I_V cerebellar_vermal_lobules_VIII_X cerebellar_vermal_lobules_VI_VII cerebellum_exterior_left cerebellum_exterior_right cerebellum_white_matter_left cerebellum_white_matter_right CSF cuneus_left cuneus_right depression entorhinal_left entorhinal_right fusiform_left fusiform_right gray_matter hippocampus_left hippocampus_right inferior_lateral_ventricle_left inferior_lateral_ventricle_right inferior_parietal_left inferior_parietal_right inferior_temporal_left inferior_temporal_right insula_left insula_right isthmus_cingulate_left isthmus_cingulate_right lateral_occipital_left lateral_occipital_right lateral_orbitofrontal_left lateral_orbitofrontal_right lateral_ventricle_left lateral_ventricle_right lingual_left lingual_right medial_orbitofrontal_left medial_orbitofrontal_right middle_temporal_left middle_temporal_right optic_chiasm pallidum_left pallidum_right paracentral_left paracentral_right parahippocampal_left parahippocampal_right pars_opercularis_left pars_opercularis_right pars_orbitalis_left pars_orbitalis_right pars_triangularis_left pars_triangularis_right pericalcarine_left pericalcarine_right postcentral_left postcentral_right posterior_cingulate_left posterior_cingulate_right precentral_left precentral_right precuneus_left precuneus_right putamen_left putamen_right rostral_anterior_cingulate_left rostral_anterior_cingulate_right rostral_middle_frontal_left rostral_middle_frontal_right superior_frontal_left superior_frontal_right superior_parietal_left superior_parietal_right superior_temporal_left superior_temporal_right supramarginal_left supramarginal_right thalamus_proper_left thalamus_proper_right total_brain_volume transverse_temporal_left transverse_temporal_right ventral_DC_left ventral_DC_right vessel_left vessel_right white_matter X3rd_ventricle X4th_ventricle
postcentral_left 0.03942 0.02971 0.01638 -0.00645 -0.02962 -0.01013 -0.03956 0.02043 -0.0128 -0.00322 -0.02758 -0.09499 -0.09644 -0.01779 -0.01163 0.01435 0.01207 2e-05 -0.0421 -0.04468 -0.03207 0.08414 0.08899 -0.00507 0.06971 0.07136 0.0782 0.07817 0.09282 -0.06193 -0.06525 -0.03453 -0.03208 0.13858 0.18618 0.12197 0.08678 -0.07547 -0.05368 0.01205 0.01516 0.06036 0.15862 0.01555 -0.01698 -0.06818 -0.05868 0.07422 0.10619 0.02401 -0.01197 0.13113 0.07744 NA -0.02642 -0.028 -0.03915 -9e-05 0.04023 0.02489 0.05686 0.08805 0.07353 0.03529 -0.03654 -0.0518 0.059 0.06068 1 0.51706 0.05426 0.04481 0.04423 0.09197 0.12203 0.10613 -0.02601 -0.02793 0.00165 -0.00778 0.08481 0.0539 0.03525 0.04211 0.12183 0.19203 0.03677 0.04356 0.23967 0.17146 -0.06522 -0.07796 0.00123 -0.04254 -0.03219 -0.05296 -0.0517 -0.03996 -0.03437 -0.09839 -0.09995 -0.01851
postcentral_right 0.04348 0.04858 0.00246 0.00283 -0.01389 -0.01669 -0.02611 0.01396 0.00156 0.00852 -0.01769 -0.07872 -0.08488 -0.00115 -0.0074 -0.00926 -0.00063 0.00258 -0.02546 -0.02721 -0.03695 0.0794 0.05557 -0.005 0.03722 0.06473 0.05835 0.08405 0.10959 -0.03575 -0.03497 -0.04327 -0.01758 0.13899 0.14149 0.07195 0.08631 -0.05116 -0.03861 0.04304 0.04106 0.10992 0.08296 0.00269 0.00217 -0.05179 -0.06196 0.08271 0.06396 0.01584 0.02043 0.08973 0.07004 NA -0.0157 -0.01046 -0.00469 -0.03575 0.0406 0.03864 0.04579 0.08255 0.04687 0.05154 -0.04407 -0.04418 0.04279 0.04968 0.51706 1 0.06176 0.04615 0.07626 0.07943 0.13856 0.14143 -0.0246 -0.02255 -0.00171 0.00833 0.06331 0.07773 0.036 0.05317 0.17633 0.09806 0.00713 0.0201 0.27589 0.15318 -0.04817 -0.05539 -0.00145 -0.02108 -0.00465 -0.04159 -0.03526 -0.03515 -0.03874 -0.07846 -0.09539 -0.03315
posterior_cingulate_left 0.10775 0.08596 0.07892 0.06321 -0.01533 -0.02791 -0.02095 0.3938 0.1916 0.05846 0.07628 -0.0253 -0.04101 0.02026 -0.01528 -0.00491 -0.00749 -0.00175 -0.03739 -0.0314 0.09708 0.08206 0.08757 0.00146 0.00908 -0.01869 0.15797 0.14767 0.24983 0.08174 0.08976 -0.05726 -0.04507 0.07866 0.08233 0.08396 0.06685 0.24301 0.2207 0.19455 0.18826 0.03877 0.08651 0.09549 0.11257 -0.1415 -0.13975 0.16431 0.17068 0.17093 0.17848 0.07547 0.0797 NA -0.00956 -0.01758 0.12185 0.25984 0.08227 0.06308 0.10158 0.09578 0.05197 0.04399 0.02723 0.00618 0.02246 0.04343 0.05426 0.06176 1 0.48575 0.06157 0.0678 0.22577 0.28344 0.04569 0.04684 0.28198 0.19368 0.06318 0.09034 0.13327 0.17598 0.01512 0.00308 0.08998 0.10534 0.09975 0.0775 0.06158 0.04398 0.00398 0.06949 0.07386 -0.03442 -0.03402 -0.01283 0.01828 -0.04275 -0.02543 -0.03056
posterior_cingulate_right 0.08358 0.09566 0.06789 0.07032 -0.00568 -0.0272 -0.032 0.30595 0.29255 0.05856 0.04366 -0.01737 -0.04189 0.00706 -0.0203 -0.01383 -0.00891 -0.02022 -0.04212 -0.04457 0.11226 0.09838 0.0743 0.0033 0.00801 -0.01295 0.14859 0.1659 0.22005 0.05751 0.07592 -0.05652 -0.02959 0.08612 0.08456 0.0749 0.08875 0.20855 0.19711 0.17636 0.12089 0.07102 0.04196 0.1056 0.11155 -0.0846 -0.13071 0.14639 0.13568 0.1355 0.17766 0.06677 0.09866 NA -0.01717 -0.01975 0.19941 0.11574 0.06073 0.05974 0.07511 0.09772 0.02272 0.06071 -0.00258 0.00737 -0.00945 0.02572 0.04481 0.04615 0.48575 1 0.0633 0.05243 0.24414 0.19175 0.0382 0.04385 0.21597 0.22354 0.09258 0.09192 0.14392 0.11006 0.00849 -0.00212 0.08941 0.098 0.06403 0.07937 0.04985 0.03675 0.00018 0.04342 0.07421 -0.04356 -0.03757 0.0045 0.01532 -0.03684 -0.01771 -0.02841
precentral_left 0.01869 0.02483 0.02509 0.01764 -0.03123 -0.03843 -0.01886 0.03578 0.04155 0.25998 0.27498 0.01892 0.02391 -0.06404 -0.0455 -0.05296 -0.08589 -0.07895 -0.08231 -0.0915 -0.05729 0.03656 0.02317 2e-05 0.02813 0.02093 0.03687 0.03976 0.15848 0.00743 0.00467 -0.00234 0.01241 0.01773 0.0347 0.07632 0.09504 0.06428 0.08688 0.00775 0.02756 0.07866 0.03255 0.12195 0.12631 -0.03273 -0.04592 -0.00099 -0.02591 0.06199 0.07132 -0.01961 0.0104 NA 0.00329 -0.00791 0.29936 0.20157 -0.00692 0.02595 -0.02046 0.13379 0.03721 0.0658 0.09414 0.09735 -0.01717 -0.01906 0.04423 0.07626 0.06157 0.0633 1 0.61368 0.00867 0.00866 0.02239 0.02574 0.05063 0.04183 0.18279 0.19893 0.23227 0.27183 0.0899 0.09298 0.09364 0.10232 -0.07015 -0.06557 0.104 0.09188 -0.00569 0.07646 0.03982 -0.00045 -0.00152 -0.01356 -0.01318 0.02184 -0.01947 -0.03042
precentral_right 0.04619 0.02778 0.0313 0.01706 -0.03302 -0.02976 -0.01557 0.04925 0.02434 0.28649 0.2752 0.01301 0.0176 -0.06306 -0.04197 -0.05501 -0.08168 -0.07745 -0.07989 -0.08288 -0.06202 9e-04 0.03208 -0.00346 0.02884 0.01471 0.03184 0.03136 0.16008 0.01127 0.02128 0.00455 0.02071 0.00288 0.05183 0.08006 0.06497 0.04905 0.06673 0.00537 0.04055 0.02497 0.08078 0.12498 0.11518 -0.0413 -0.04278 -0.04015 -0.01843 0.10284 0.04124 -0.00888 -0.0108 NA -0.00342 -0.0088 0.22299 0.2216 0.01068 0.00196 0.13788 0.07166 0.05954 0.06708 0.07999 0.08246 -0.01802 -0.00621 0.09197 0.07943 0.0678 0.05243 0.61368 1 0.00701 0.02121 0.02339 0.02747 0.06661 0.03494 0.22131 0.20973 0.27324 0.23465 0.10773 0.12171 0.08977 0.0793 -0.04223 -0.07136 0.10015 0.09784 -0.00395 0.05769 0.03267 0.00196 0.01355 -0.01521 -0.01147 0.02259 -0.04161 -0.03037
precuneus_left 0.03925 0.07378 0.05052 0.05341 0.02724 0.00369 -0.0475 0.25367 0.11941 0.02369 0.03426 0.0143 -0.01188 -0.07627 -0.04022 -0.07557 -0.08554 -0.09467 -0.08318 -0.09023 -0.02071 0.11236 0.09926 0.00692 -0.00407 -0.00074 0.14438 0.12135 0.24803 0.11485 0.11401 -0.03049 0.00403 0.12992 0.07451 0.02943 0.07473 0.19279 0.15735 0.37147 0.27673 0.13957 0.08367 0.10886 0.13182 -0.08366 -0.09644 0.1756 0.17384 0.17914 0.22309 0.14261 0.15523 NA 0.00958 0.011 0.12474 0.16567 0.0081 0.02778 0.11874 0.09818 0.06987 0.09336 0.0645 0.06011 -0.02009 0.0408 0.12203 0.13856 0.22577 0.24414 0.00867 0.00701 1 0.63133 0.06155 0.05942 0.19147 0.15007 0.07846 0.0762 0.09814 0.16747 0.09181 0.0691 0.07734 0.07054 0.1275 0.16839 0.06173 0.04634 0.00325 0.10577 0.09007 -0.03452 -0.02231 -0.00712 -0.00218 0.01864 -0.01546 -0.07471
precuneus_right 0.03886 0.03726 0.05058 0.05621 0.01477 0.00921 -0.03914 0.25223 0.11553 0.02066 0.04417 0.00571 -0.01268 -0.08081 -0.03483 -0.06506 -0.09047 -0.08579 -0.07615 -0.06982 -0.01898 0.15903 0.11365 0.00432 -0.01639 -0.02941 0.12002 0.13848 0.245 0.10149 0.12223 -0.02944 0.0155 0.12334 0.06965 0.03458 0.07463 0.2144 0.19682 0.34213 0.29068 0.1008 0.08342 0.09783 0.09951 -0.08309 -0.10941 0.18083 0.20168 0.18687 0.20535 0.12829 0.16611 NA 0.01606 0.00594 0.13139 0.07917 0.02282 0.03122 0.10184 0.10535 0.07342 0.08307 0.06636 0.05569 -0.01812 0.04161 0.10613 0.14143 0.28344 0.19175 0.00866 0.02121 0.63133 1 0.06965 0.07459 0.21106 0.14536 0.06515 0.05057 0.10612 0.15678 0.0677 0.0068 0.06886 0.09266 0.1333 0.15677 0.06226 0.05043 0.01189 0.11244 0.11613 -0.01869 -0.0185 -0.01688 -0.00248 0.02505 0.00045 -0.06949
putamen_left 0.37209 0.35488 0.12344 0.1223 -0.02587 0.04162 0.19713 0.04344 0.00964 0.01093 0.02882 0.31318 0.24234 0.05123 0.05043 0.02076 0.05527 0.05125 0.11748 0.10365 -0.04518 0.04155 0.03242 0.00675 0.01644 -0.02044 0.01822 0.01409 0.0041 0.16543 0.17527 -0.01446 -0.01694 0.05558 0.04381 -0.01678 -0.00539 0.28171 0.2711 0.08232 0.06587 0.03797 0.03945 -0.00303 -0.01547 -0.11913 -0.12286 0.0375 0.03149 0.09834 0.06594 -0.01794 -0.03045 NA 0.5291 0.5142 0.02266 0.02954 0.08657 0.08744 0.00983 -0.02325 -0.04485 -0.04009 0.08859 0.06744 0.02658 0.03401 -0.02601 -0.0246 0.04569 0.0382 0.02239 0.02339 0.06155 0.06965 1 0.94475 0.03031 0.00211 0.00977 -0.00565 0.01499 0.02942 -0.02439 -0.03331 0.0664 0.05859 -0.01808 0.00611 0.25669 0.23383 0.00853 -0.01174 -0.0065 0.27398 0.27058 0.06993 0.02986 0.17663 -0.06133 0.0064
putamen_right 0.3619 0.34365 0.11751 0.12369 -0.01338 0.03078 0.1887 0.04772 0.01427 0.01199 0.03611 0.30476 0.2468 0.04822 0.04914 0.02602 0.05717 0.05115 0.11253 0.09654 -0.03938 0.04291 0.03981 0.00364 0.01817 -0.01312 0.02119 0.02579 0.00175 0.16602 0.17647 -0.0058 -0.00817 0.05066 0.04785 -0.013 0.00544 0.27853 0.28252 0.08396 0.06773 0.03288 0.04236 -0.00081 -0.01643 -0.11269 -0.12088 0.03549 0.03477 0.09694 0.07158 -0.01531 -0.03107 NA 0.51347 0.5093 0.03406 0.03768 0.08526 0.08565 0.00858 -0.01982 -0.0496 -0.04627 0.08195 0.07349 0.02468 0.0369 -0.02793 -0.02255 0.04684 0.04385 0.02574 0.02747 0.05942 0.07459 0.94475 1 0.03582 0.00697 0.00231 -0.0049 0.01655 0.03872 -0.0315 -0.02742 0.07414 0.07244 -0.02112 -4e-04 0.2448 0.23681 0.00689 -0.01584 -0.01172 0.26544 0.27297 0.04326 0.05328 0.17139 -0.0491 0.01584
rostral_anterior_cingulate_left 0.07061 0.05467 0.08561 0.06973 0.08667 0.0814 -0.07386 0.49294 0.22411 0.08032 0.12215 0.00449 0.02131 -0.03633 -0.03398 -0.03297 -0.03912 -0.04178 -0.06908 -0.06259 0.0475 0.03338 0.04497 0.00453 -0.05901 -0.08046 0.11403 0.10434 0.19283 0.04025 0.04264 -0.03939 -0.0236 0.05398 0.06703 0.0123 0.0044 0.22133 0.21027 0.16339 0.13671 0.02817 0.0793 0.16008 0.17932 0.0017 -0.00065 0.08809 0.11478 0.22363 0.31776 0.04707 0.02391 NA -0.05224 -0.05627 0.15007 0.17399 0.01906 -0.00276 0.09005 0.06689 0.08967 0.06772 0.01891 0.03158 -0.03745 -0.01723 0.00165 -0.00171 0.28198 0.21597 0.05063 0.06661 0.19147 0.21106 0.03031 0.03582 1 0.38923 0.1472 0.11135 -0.00703 0.19496 -0.03483 -0.05357 0.06541 0.04947 0.03532 0.04183 0.03862 0.02724 0.0072 0.08647 0.07595 -0.07128 -0.07428 -0.00412 0.03193 -0.06266 0.05379 -0.0411
rostral_anterior_cingulate_right 0.0418 0.05383 0.0613 0.06653 0.09902 0.07118 -0.07526 0.30584 0.36422 0.06771 0.06412 0.00903 0.01813 -0.03837 -0.01946 -0.0036 -0.02596 -0.03334 -0.05588 -0.0581 0.06427 0.05696 0.02226 -0.00305 -0.02862 -0.04217 0.09368 0.1004 0.11291 0.03014 0.03008 -0.00982 0.00971 0.0805 0.0546 0.01172 0.03017 0.13089 0.12076 0.12243 0.08852 0.0335 0.01139 0.14864 0.1388 0.03715 0.01167 0.10213 0.07471 0.11021 0.1902 0.01735 0.05599 NA -0.04565 -0.05626 0.12142 0.12932 0.01314 0.01159 0.06359 0.07042 0.03574 0.0631 -0.01787 -0.00494 -0.03694 -0.02393 -0.00778 0.00833 0.19368 0.22354 0.04183 0.03494 0.15007 0.14536 0.00211 0.00697 0.38923 1 0.09579 0.07132 0.08473 -0.06784 -0.03016 -0.03967 0.06448 0.06111 0.00401 0.03823 0.01665 0.0194 -0.00329 0.03169 0.03769 -0.05969 -0.06717 0.02915 0.01884 -0.04687 0.0944 -0.01124
rostral_middle_frontal_left 0.06315 0.04386 0.06154 0.05654 0.01246 0.02346 -0.08452 0.12629 0.09965 0.24684 0.279 -0.02129 -0.02058 -0.10919 -0.07604 -0.06045 -0.07294 -0.07397 -0.11221 -0.11796 -0.03036 0.04196 0.03771 0.00197 -0.01899 0.01796 0.05512 0.06606 0.22986 -0.07137 -0.0436 -0.12915 -0.0864 0.12584 0.1422 0.07375 0.06614 -0.03621 -0.00927 -0.00329 0.01513 0.11632 0.14701 0.17852 0.16194 -0.04009 -0.04644 0.02252 0.04011 0.11471 0.07183 0.04192 0.0596 NA -0.01479 -0.02527 0.0545 0.03889 -0.01443 -0.01695 -0.00178 0.04523 0.0582 0.06985 -0.00456 0.10144 -0.00888 0.00021 0.08481 0.06331 0.06318 0.09258 0.18279 0.22131 0.07846 0.06515 0.00977 0.00231 0.1472 0.09579 1 0.52426 0.12972 0.23875 0.10257 0.09695 0.0824 0.04156 0.12746 0.08219 0.05508 0.02942 -0.00658 0.00746 -0.01987 -0.07631 -0.07826 -0.01622 -0.00878 -0.04888 -0.11816 -0.09734
rostral_middle_frontal_right 0.03996 0.04711 0.05321 0.04125 0.00409 0.00182 -0.09285 0.08772 0.06769 0.29879 0.23876 -0.02728 -0.02301 -0.11499 -0.07177 -0.07053 -0.08536 -0.07524 -0.12179 -0.12595 -0.02191 0.03413 0.00544 0.00182 -0.00215 -5e-05 0.04745 0.03062 0.22407 -0.06997 -0.08123 -0.10399 -0.10997 0.104 0.14137 0.07712 0.03646 -0.0093 -0.02525 0.01802 -0.00536 0.0888 0.13267 0.14175 0.18197 -0.05529 -0.03274 0.0267 -0.02518 0.06856 0.10925 0.01285 0.05974 NA -0.02281 -0.02696 0.05285 0.0306 -0.00787 -0.04168 0.07162 -0.06112 0.04068 0.07889 0.06922 0.03224 -0.00815 0.00394 0.0539 0.07773 0.09034 0.09192 0.19893 0.20973 0.0762 0.05057 -0.00565 -0.0049 0.11135 0.07132 0.52426 1 0.2551 0.1922 0.11862 0.12013 0.0551 0.02566 0.09148 0.12428 0.02734 0.03323 0.00125 -0.01846 -0.02521 -0.07878 -0.081 -0.00735 -0.01978 -0.07245 -0.11758 -0.11051
superior_frontal_left 0.04051 0.02074 0.04799 0.04048 0.00934 0.01882 -0.0858 -0.02104 0.08182 0.04804 0.19612 -0.02122 -0.02611 -0.06662 -0.04824 -0.06468 -0.06923 -0.061 -0.10551 -0.10218 -0.03209 0.06943 0.05845 -0.00043 0.02326 0.02973 0.08187 0.07402 0.24338 -0.00971 -0.00011 -0.07628 -0.06011 0.08456 0.12121 0.15749 0.11839 0.17146 0.15867 0.02087 0.0604 0.08522 0.13762 0.17088 0.18047 -0.07505 -0.10638 0.04554 -0.00205 0.08613 0.1292 0.0504 0.08739 NA -0.0517 -0.06812 0.17188 0.16297 0.05872 0.01671 0.08869 0.11978 0.06224 0.08342 0.10279 0.13028 -0.01791 -0.00738 0.03525 0.036 0.13327 0.14392 0.23227 0.27324 0.09814 0.10612 0.01499 0.01655 -0.00703 0.08473 0.12972 0.2551 1 0.50101 0.13251 0.13324 0.12879 0.11542 0.06915 0.07694 0.03622 0.01925 -0.0036 0.06441 0.05337 -0.0831 -0.096 -0.00743 -0.0069 -0.13843 -0.06805 -0.10005
superior_frontal_right 0.02319 0.05084 0.0506 0.04595 0.0259 0.02477 -0.09961 0.20285 -0.1314 0.19674 0.11622 -0.01944 -0.01912 -0.06255 -0.04007 -0.05988 -0.05702 -0.0617 -0.11422 -0.11892 -0.04984 0.0503 0.07008 0.00284 0.00627 0.0307 0.07444 0.09912 0.2745 0.01319 0.02118 -0.07376 -0.05494 0.08978 0.08743 0.11048 0.15079 0.20582 0.20681 0.09763 0.03715 0.12105 0.09737 0.18078 0.20108 -0.11516 -0.08616 0.03277 0.04959 0.18222 0.14455 0.06409 0.06619 NA -0.05111 -0.04845 0.25343 0.20245 0.03393 0.04452 0.12552 0.09663 0.09465 0.08295 0.13321 0.10119 -0.03528 -0.02421 0.04211 0.05317 0.17598 0.11006 0.27183 0.23465 0.16747 0.15678 0.02942 0.03872 0.19496 -0.06784 0.23875 0.1922 0.50101 1 0.1171 0.11986 0.13206 0.14996 0.09273 0.09736 0.03342 0.03675 -0.00066 0.10974 0.09174 -0.10553 -0.08309 -0.02394 -0.00604 -0.1652 -0.0552 -0.08878
superior_parietal_left 0.02449 0.0254 0.01626 -0.00544 0.0035 -0.00931 -0.05692 -0.02388 -0.0034 0.1284 0.10198 -0.10489 -0.11976 -0.02083 -0.02461 -0.00946 -0.06929 -0.06659 -0.09057 -0.09186 -0.04316 0.08621 0.06451 -0.00799 0.09655 0.11664 0.02995 0.0147 0.11706 -0.03885 -0.04216 -0.04468 -0.03035 -0.20758 -0.1154 0.12772 0.09896 -0.08024 -0.08417 0.03985 0.03427 0.06649 0.08258 0.10049 0.09104 -0.11131 -0.10748 0.08633 0.04696 -0.00183 -0.0187 -0.00511 0.03347 NA -0.04349 -0.04613 0.08505 0.07883 0.02739 0.01244 0.04357 0.05624 0.03758 0.04479 0.04416 0.05164 0.07407 0.04615 0.12183 0.17633 0.01512 0.00849 0.0899 0.10773 0.09181 0.0677 -0.02439 -0.0315 -0.03483 -0.03016 0.10257 0.11862 0.13251 0.1171 1 0.56673 0.01799 0.04502 0.07117 0.09673 -0.04378 -0.05097 -0.00392 0.0455 0.02081 -0.05843 -0.05966 -0.02919 -0.03114 -0.087 -0.09446 -0.04887
superior_parietal_right 0.04754 0.05938 0.01846 0.0081 -0.00325 -0.01211 -0.03734 -0.04754 -0.03498 0.12724 0.10723 -0.09253 -0.11276 -0.01507 -0.02436 0.00255 -0.03831 -0.02603 -0.07147 -0.07598 -0.05321 0.04804 0.10213 -0.00222 0.10662 0.12716 0.01622 0.04135 0.11688 -0.04666 -0.04322 -0.04417 -0.02774 -0.12867 -0.18419 0.11901 0.10766 -0.10653 -0.0943 0.04005 -0.00908 0.10416 0.06096 0.10256 0.10444 -0.11953 -0.10898 0.08 0.06107 -0.01236 -0.02659 0.0326 0.04079 NA -0.03567 -0.03387 0.06152 0.08031 0.01683 0.0183 0.04961 0.06352 0.02931 0.03988 0.05006 0.05743 0.07654 0.04037 0.19203 0.09806 0.00308 -0.00212 0.09298 0.12171 0.0691 0.0068 -0.03331 -0.02742 -0.05357 -0.03967 0.09695 0.12013 0.13324 0.11986 0.56673 1 0.02349 0.04358 0.11258 0.10516 -0.03969 -0.04168 -0.00357 0.00969 -0.00077 -0.04688 -0.03853 -0.02492 -0.03411 -0.09409 -0.12339 -0.03641
superior_temporal_left 0.05253 0.03437 0.24418 0.20695 0.02725 0.02549 -0.0572 0.06309 0.03307 0.07342 0.07564 0.02226 0.01119 -0.03215 -0.00191 0.01526 0.05846 0.04084 -0.0602 -0.06631 -0.00881 0.0584 0.11702 -0.00365 0.23452 0.21294 0.25154 0.25953 0.20902 0.14368 0.12183 0.0167 0.03082 0.09754 0.19127 0.31719 0.31047 0.11033 0.14112 0.05249 0.0208 0.01902 0.12985 0.14778 0.13059 -0.09815 -0.08157 0.07074 0.11739 0.05648 0.02776 0.04326 0.16551 NA -0.013 -0.0187 0.10598 0.09124 0.12656 0.07864 0.02407 0.0305 -0.00546 -0.01135 0.00882 0.02685 -0.02657 -0.0069 0.03677 0.00713 0.08998 0.08941 0.09364 0.08977 0.07734 0.06886 0.0664 0.07414 0.06541 0.06448 0.0824 0.0551 0.12879 0.13206 0.01799 0.02349 1 0.60318 0.08324 0.10249 0.02904 0.02077 -0.00165 0.08823 0.11712 -0.00599 -0.00382 -0.01993 -0.01098 -0.11046 -0.05125 0.01997
superior_temporal_right 0.04131 0.03218 0.20476 0.24062 0.01725 0.02383 -0.0705 0.05012 0.0194 0.07411 0.07952 0.02537 0.00977 -0.03462 0.00536 0.01608 0.0254 0.03534 -0.08678 -0.07978 -0.0227 0.09587 0.07993 0.00066 0.2395 0.29786 0.20188 0.24124 0.20327 0.12922 0.161 0.02676 0.08086 0.1336 0.12486 0.30429 0.31857 0.13731 0.14617 0.04015 0.02779 0.08404 -0.01002 0.15141 0.10471 -0.0749 -0.09934 0.09107 0.06751 0.04516 0.02829 0.15552 0.08498 NA -0.01572 -0.02615 0.12483 0.10307 0.10174 0.08795 0.05185 0.05805 0.00167 -0.00587 0.01801 0.01386 -0.03316 -0.02426 0.04356 0.0201 0.10534 0.098 0.10232 0.0793 0.07054 0.09266 0.05859 0.07244 0.04947 0.06111 0.04156 0.02566 0.11542 0.14996 0.04502 0.04358 0.60318 1 0.09339 0.0897 -0.00491 -0.00262 0.0049 0.06809 0.16634 -0.02894 -0.01521 -0.01349 -0.01183 -0.13323 -0.02463 0.03366
supramarginal_left 0.06272 0.04143 0.06258 0.05055 -0.00844 0.01288 -0.03452 0.02737 -0.0106 -0.07368 -0.0506 -0.04109 -0.04023 -0.00307 0.02399 0.01821 0.069 0.0485 -0.00742 -0.01743 -0.00639 0.03561 0.065 -0.00063 0.05864 0.07144 0.12827 0.12068 0.16756 -0.01483 -0.00696 -0.0524 -0.04966 0.11347 0.25273 0.14993 0.11932 0.01675 0.03817 0.03787 0.03156 0.04838 0.1493 0.05389 0.02183 -0.06255 -0.04074 0.03741 0.10247 0.07268 0.05478 0.18955 0.13631 NA -0.03438 -0.0298 -0.09828 -0.05933 0.06736 0.04117 0.08254 0.09509 0.0875 0.05017 -0.01022 -0.03534 0.02481 0.03933 0.23967 0.27589 0.09975 0.06403 -0.07015 -0.04223 0.1275 0.1333 -0.01808 -0.02112 0.03532 0.00401 0.12746 0.09148 0.06915 0.09273 0.07117 0.11258 0.08324 0.09339 1 0.39711 -0.02232 -0.04261 -0.00035 0.07298 0.03872 -0.05616 -0.05409 -0.03907 -0.03143 -0.12586 -0.1143 -0.01058
supramarginal_right 0.03222 0.06275 0.06301 0.06996 0.02226 0.01772 -0.03014 0.01836 0.01852 -0.04001 -0.08928 -0.00343 -0.01044 -0.02224 0.02736 -0.01356 0.0444 0.0599 -0.0188 -0.02195 0.01568 0.11901 0.05507 -0.00187 0.01461 0.01864 0.10646 0.11213 0.18062 0.00414 0.01885 -0.03747 -0.01335 0.21925 0.02665 0.09065 0.10861 0.11474 0.0766 0.0565 0.038 0.18844 0.06138 0.05557 0.07592 -0.00665 -0.0301 0.13257 0.05089 0.06713 0.14908 0.1201 0.17624 NA -0.02263 -0.01791 -0.07837 -0.06983 0.05038 0.05259 0.08425 0.09777 0.07636 0.10414 0.01717 0.00308 0.01761 0.00802 0.17146 0.15318 0.0775 0.07937 -0.06557 -0.07136 0.16839 0.15677 0.00611 -4e-04 0.04183 0.03823 0.08219 0.12428 0.07694 0.09736 0.09673 0.10516 0.10249 0.0897 0.39711 1 -0.00469 -0.00741 0.00557 0.10373 0.13031 -0.04672 -0.04844 -0.01621 -0.04956 -0.12521 -0.07539 -0.0064
thalamus_proper_left 0.22348 0.20158 0.10852 0.11726 -0.04276 -0.02005 0.41607 0.03938 0.02855 0.01717 0.02329 0.16468 0.10759 0.06605 0.10719 0.01925 0.1065 0.10695 0.26296 0.25198 0.04654 0.06538 0.05881 -0.00272 -0.05715 -0.09533 0.02489 0.02495 0.00931 0.23232 0.24165 -0.02797 -0.00136 0.03286 0.039 -0.05197 -0.03281 0.15901 0.15746 0.08971 0.08182 0.04645 0.05549 0.03982 0.0327 -0.11181 -0.10498 0.05054 0.04956 0.13433 0.11487 -0.03105 -0.02195 NA 0.30911 0.30881 0.08522 0.07515 0.07998 0.07864 0.00042 -0.01518 0.00535 -0.00303 0.05227 0.05051 0.06788 0.07901 -0.06522 -0.04817 0.06158 0.04985 0.104 0.10015 0.06173 0.06226 0.25669 0.2448 0.03862 0.01665 0.05508 0.02734 0.03622 0.03342 -0.04378 -0.03969 0.02904 -0.00491 -0.02232 -0.00469 1 0.91788 0.00979 0.02267 0.00451 0.50964 0.50175 0.04357 0.00776 0.26442 4e-05 0.01305
thalamus_proper_right 0.18384 0.17848 0.10069 0.11897 -0.04591 -0.02164 0.38451 0.01985 0.02066 0.01652 0.02583 0.17934 0.1386 0.06114 0.11327 0.0288 0.10543 0.10439 0.2407 0.22889 0.06151 0.0522 0.05044 -0.0011 -0.06278 -0.10443 0.02324 0.02388 -0.01482 0.24739 0.25015 0.03385 0.02766 0.01437 0.03005 -0.05617 -0.02506 0.14685 0.14647 0.08773 0.06653 0.02173 0.05332 0.00806 0.02776 -0.03921 -0.00716 0.0454 0.04892 0.11787 0.10784 -0.03355 -0.01491 NA 0.27607 0.28356 0.07099 0.07535 0.07824 0.07525 0.00675 -0.0152 -0.00088 -0.01228 0.04759 0.04121 0.06302 0.07329 -0.07796 -0.05539 0.04398 0.03675 0.09188 0.09784 0.04634 0.05043 0.23383 0.23681 0.02724 0.0194 0.02942 0.03323 0.01925 0.03675 -0.05097 -0.04168 0.02077 -0.00262 -0.04261 -0.00741 0.91788 1 0.00826 0.01259 0.00199 0.49065 0.49487 0.04971 0.01524 0.24564 0.08173 0.04984
